movie_year	title	released	key_omdb
1935	our little girl	17-May-35	o11260
1935	outlawed guns	29-Jul-35	o11261
1935	palooka from paducah	11-Jan-35	o11262
1935	paradise canyon	20-Jul-35	o11263
1935	pardon my scotch	1-Aug-35	o11264
1935	paris in spring	28-May-35	o11265
1935	party wire	27-Apr-35	o11266
1935	personal maid's secret	26-Oct-35	o11267
1935	peter ibbetson	7-Nov-35	o11268
1935	piernas de seda	4-Oct-35	o11269
1935	pluto's judgement day	31-Aug-35	o11270
1935	pop goes the easel	29-Mar-35	o11271
1935	powdersmoke range	27-Sep-35	o11272
1935	princess o'hara	1-Apr-35	o11273
1935	professional soldier	27-Dec-35	o11274
1935	queen of the jungle		o11275
1935	reckless roads	30-Jul-35	o11276
1935	red salute	12-Sep-35	o11277
1935	redheads on parade	7-Sep-35	o11278
1935	remember last night?	28-Oct-35	o11279
1935	rendezvous at midnight	11-Feb-35	o11280
1935	restless knights	20-Feb-35	o11281
1935	rio rattler	1-Aug-35	o11282
1935	roaring roads	13-Apr-35	o11283
1935	rocky mountain mystery	1-Mar-35	o11284
1935	romance in manhattan	11-Jan-35	o11285
1935	rough riding ranger	1-Sep-35	o11286
1935	ruggles of red gap	8-Mar-35	o11287
1935	shadows of the orient	6-Jul-35	o11288
1935	she couldn't take it	8-Oct-35	o11289
1935	she gets her man	5-Aug-35	o11290
1935	she married her boss	19-Sep-35	o11291
1935	ship cafe	9-Nov-35	o11292
1935	shipmates forever	12-Oct-35	o11293
1935	show them no mercy!	6-Dec-35	o11294
1935	silk hat kid	19-Jul-35	o11295
1935	skull and crown	5-Jan-36	o11296
1935	slightly static	7-Sep-35	o11297
1935	society doctor	25-Jan-35	o11298
1935	society fever	15-Jul-35	o11299
1935	speed limited		o11300
1935	spring tonic	27-Jun-35	o11301
1935	springtime serenade	27-May-35	o11302
1935	star of midnight	19-Apr-35	o11303
1935	stars over broadway	23-Nov-35	o11304
1935	steamboat round the bend	6-Sep-35	o11305
1935	stolen harmony	20-Apr-35	o11306
1935	stone of silver creek	15-Apr-35	o11307
1935	stop that noise	15-Mar-35	o11308
1935	storm over the andes	1-Apr-35	o11309
1935	streamline express	15-Sep-35	o11310
1935	sundown saunders	2-Aug-35	o11311
1935	sunset range	3-Apr-35	o11312
1935	swat the fly	19-Apr-35	o11313
1935	sweet music	23-Feb-35	o11314
1935	sylvia scarlett	3-Jan-36	o11315
1935	symphony in black: a rhapsody of negro life	13-Sep-35	o11316
1935	symphony of living	20-Jan-35	o11317
1935	tailspin tommy in the great air mystery	21-Oct-35	o11318
1935	taking the blame	15-Feb-35	o11319
1935	tars and stripes	3-May-35	o11320
1935	teacher's beau	27-Apr-35	o11321
1935	thanks a million	15-Nov-35	o11322
1935	the adventures of rex and rinty	31-Aug-35	o11323
1935	the affair of susan	1-Sep-35	o11324
1935	the arizonian	28-Jun-35	o11325
1935	the band concert	23-Feb-35	o11326
1935	the big broadcast of 1936	20-Sep-35	o11327
1935	the bride comes home	1-Feb-36	o11328
1935	the calico dragon	30-Mar-35	o11329
1935	the call of the savage	15-Apr-35	o11330
1935	the case of the curious bride	13-Apr-35	o11331
1935	the case of the lucky legs	5-Oct-35	o11332
1935	the cookie carnival	25-May-35	o11333
1935	the courageous avenger	12-Dec-35	o11334
1935	the crimson trail	11-Mar-35	o11335
1935	the daring young man	18-Jul-35	o11336
1935	the dawn rider	20-Jun-35	o11337
1935	the desert trail	22-Apr-35	o11338
1935	the e-flat man	9-Aug-35	o11339
1935	the eagle's brood	25-Oct-35	o11340
1935	the fighting marines	23-Nov-35	o11341
1935	the fixer uppers	9-Feb-35	o11342
1935	the florentine dagger	30-Mar-35	o11343
1935	the gay deception	13-Sep-35	o11344
1935	the girl from 10th avenue	1-Jun-35	o11345
1935	the goose and the gander	21-Sep-35	o11346
1935	the headline woman	15-May-35	o11347
1935	the irish in us	3-Aug-35	o11348
1935	the ivory-handled gun	11-Nov-35	o11349
1935	the lady in scarlet	20-Oct-35	o11350
1935	the littlest rebel	27-Dec-35	o11351
1935	the lottery lover	5-Feb-35	o11352
1935	"the march of time: volume 1, number 3"	23-Apr-35	o11353
1935	the miracle rider	12-Apr-35	o11354
1935	the murder man	12-Jul-35	o11355
1935	the new adventures of tarzan	21-May-35	o11356
1935	the night is young	11-Jan-35	o11357
1935	the nut farm	25-Mar-35	o11358
1935	the old homestead	5-Oct-35	o11359
1935	the outlaw deputy	20-Jun-35	o11360
1935	the peace conference	26-Apr-35	o11361
1935	the pecos kid	4-Apr-35	o11362
1935	the phantom cowboy		o11363
1935	the phantom empire	23-Feb-35	o11364
1935	the public menace	30-Sep-35	o11365
1935	the quail hunt	23-Sep-35	o11366
1935	the red blood of courage	1-Jun-35	o11367
1935	the rider of the law	1-Nov-35	o11368
1935	the roaring west	8-Jul-35	o11369
1935	the robber kitten	13-Apr-35	o11370
1935	the rustlers of red dog	21-Jan-35	o11371
1935	the scoundrel	30-Apr-35	o11372
1935	the shadow of silk lennox	1-Dec-35	o11373
1935	the singing vagabond	16-Dec-35	o11374
1935	the timid young man	25-Oct-35	o11375
1935	the vanishing riders	3-Jul-35	o11376
1935	the wedding night	8-Mar-35	o11377
1935	the white cockatoo	29-Jan-35	o11378
1935	the whole town's talking	22-Feb-35	o11379
1935	the winning ticket	8-Feb-35	o11380
1935	three kids and a queen	21-Oct-35	o11381
1935	three little beers	28-Nov-35	o11382
1935	three orphan kittens	26-Oct-35	o11383
1935	thunder in the night	20-Sep-35	o11384
1935	times square lady	8-Mar-35	o11385
1935	to beat the band	23-Nov-35	o11386
1935	toll of the desert	5-May-35	o11387
1935	tombstone terror	25-Apr-35	o11388
1935	too tough to kill	20-Dec-35	o11389
1935	top hat	6-Sep-35	o11390
1935	transient lady	4-Mar-35	o11391
1935	traveling saleslady	28-Mar-35	o11392
1935	two fisted	4-Oct-35	o11393
1935	two sinners	12-Sep-35	o11394
1935	two for tonight	12-Sep-35	o11395
1935	uncivil warriors	26-Apr-35	o11396
1935	under the pampas moon	1-Jun-35	o11397
1935	vagabond lady	3-May-35	o11398
1935	valley of wanted men	20-Oct-35	o11399
1935	vanessa: her love story	1-Mar-35	o11400
1935	village tale	15-Jun-35	o11401
1935	waterfront lady	5-Oct-35	o11402
1935	way up thar	8-Nov-35	o11403
1935	werewolf of london	13-May-35	o11404
1935	west point of the air	18-Aug-35	o11405
1935	when a man's a man	15-Feb-35	o11406
1935	while the patient slept	9-Mar-35	o11407
1935	wings in the dark	1-Feb-35	o11408
1935	women must dress	1-Feb-35	o11409
1935	your uncle dudley	14-Nov-35	o11410
1974	'gator bait	3-Jun-74	o11411
1974	99 and 44/100% dead	23-Sep-74	o11412
1974	a poem is a naked person	8-Jul-16	o11413
1974	a very natural thing	26-Jun-74	o11414
1974	a woman under the influence	18-Nov-74	o11415
1974	airport 1975	18-Oct-74	o11416
1974	alice doesn't live here anymore	30-May-75	o11417
1974	all the kind strangers	12-Nov-74	o11418
1974	always a new beginning	1-Mar-74	o11419
1974	antonia: a portrait of the woman	18-Sep-74	o11420
1974	arab israeli dialogue		o11421
1974	bamboo gods and iron men	1-Jan-74	o11422
1974	bank shot	31-Jul-74	o11423
1974	big bad mama	23-Nov-75	o11424
1974	billy two hats	7-Mar-74	o11425
1974	"birds do it, bees do it"	1-Jun-74	o11426
1974	black belt jones	29-Mar-74	o11427
1974	black samson	14-Aug-74	o11428
1974	blazing saddles	7-Feb-74	o11429
1974	bring me the head of alfredo garcia	13-Mar-75	o11430
1974	buster and billie	18-Jan-75	o11431
1974	caged heat	14-Jun-75	o11432
1974	can ellen be saved?	5-Feb-74	o11433
1974	candy stripe nurses	1-May-74	o11434
1974	chosen survivors	5-Dec-74	o11435
1974	christo's valley curtain	10-Mar-74	o11436
1974	city out of wilderness		o11437
1974	closed mondays	1-Oct-74	o11438
1974	come deadly		o11439
1974	conrack	28-Aug-74	o11440
1974	deadly weapons	1-Apr-74	o11441
1974	dirty mary crazy larry	17-May-74	o11442
1974	dirty o'neil	1-May-74	o11443
1974	double agent 73		o11444
1974	dynamite brothers	1-May-74	o11445
1974	female trouble	28-Mar-84	o11446
1974	flesh gordon	30-Jul-74	o11447
1974	freebie and the bean	25-Dec-74	o11448
1974	ginger in the morning	1-Jul-74	o11449
1974	golden needles	17-Jul-74	o11450
1974	hangup	1-Oct-74	o11451
1974	happy anniversary and goodbye	19-Nov-74	o11452
1974	harry and tonto	15-Jan-75	o11453
1974	herbie rides again	6-Jun-74	o11454
1974	"honeybaby, honeybaby"	1-Oct-74	o11455
1974	hot summer in barefoot county	1-Jul-74	o11456
1974	"houston, we've got a problem"	2-Mar-74	o11457
1974	italianamerican	1-Oct-74	o11458
1974	john muir's high sierra	1-Oct-74	o11459
1974	legacy of satan	1-Apr-74	o11460
1974	macon county line	1-Dec-75	o11461
1974	mama's dirty girls	1-Aug-74	o11462
1974	man on a swing	27-Feb-74	o11463
1974	mcq	6-Feb-74	o11464
1974	memories within miss aggie	8-Jul-74	o11465
1974	mixed company	18-Oct-74	o11466
1974	mr. majestyk	17-Jul-74	o11467
1974	once upon a scoundrel	15-Aug-74	o11468
1974	phantom of the paradise	1-Nov-74	o11469
1974	phase iv	1-Sep-74	o11470
1974	reflections of murder	24-Nov-74	o11471
1974	"roll, freddy, roll!"	17-Dec-74	o11472
1974	s*p*y*s	5-Sep-74	o11473
1974	scream of the wolf	16-Jan-74	o11474
1974	shriek of the mutilated		o11475
1974	space is the place	1-Nov-74	o11476
1974	summer school teachers	4-Jun-75	o11477
1974	tnt jackson	17-Jan-75	o11478
1974	that's entertainment!	21-Jun-74	o11479
1974	the bat people	30-Jan-74	o11480
1974	the bears and i	31-Jul-74	o11481
1974	the black godfather	15-Aug-74	o11482
1974	the california kid	25-Sep-74	o11483
1974	the castaway cowboy	1-Aug-74	o11484
1974	the centerfold girls		o11485
1974	the conversation	1-Jun-74	o11486
1974	the crazy world of julius vrooder	18-Oct-74	o11487
1974	the education of sonny carson	17-Jul-74	o11488
1974	the girl from petrovka	28-Feb-75	o11489
1974	the godfather: part ii	20-Dec-74	o11490
1974	the great ice rip-off	6-Nov-74	o11491
1974	the groove tube	5-Jun-75	o11492
1974	the gun and the pulpit	3-Apr-74	o11493
1974	the house of seven corpses	1-Feb-74	o11494
1974	the house on skull mountain	1-Oct-74	o11495
1974	the island at the top of the world	20-Dec-74	o11496
1974	the klansman	25-Oct-74	o11497
1974	the life and times of grizzly adams	13-Nov-74	o11498
1974	the lord of the universe	2-Feb-74	o11499
1974	the lords of flatbush	20-May-75	o11500
1974	the man from independence	11-Mar-74	o11501
1974	the nickel ride	15-Jan-75	o11502
1974	the nine lives of fritz the cat	18-Sep-74	o11503
1974	the phantom of hollywood	12-Feb-74	o11504
1974	the private afternoons of pamela mann	30-May-75	o11505
1974	the savage is loose	15-Nov-74	o11506
1974	the second coming of suzanne	20-Oct-74	o11507
1974	the single girls	1-Apr-74	o11508
1974	the sister-in-law	24-Sep-81	o11509
1974	the spikes gang	11-Apr-74	o11510
1974	the sugarland express	29-May-74	o11511
1974	the super cops	11-Oct-74	o11512
1974	the swinging cheerleaders	1-Jun-74	o11513
1974	the texas chain saw massacre	4-Oct-74	o11514
1974	the towering inferno	1-Jan-75	o11515
1974	the trial of billy jack	13-Nov-74	o11516
1974	the ultimate thrill	1-Oct-74	o11517
1974	the white dawn	21-Jul-74	o11518
1974	the wild and the brave	15-May-74	o11519
1974	the working girls	1-Oct-74	o11520
1974	there is no 13	1-Jan-77	o11521
1974	thomasine & bushrod	10-Apr-74	o11522
1974	thunderbolt and lightfoot	24-May-74	o11523
1974	together brothers	7-Aug-74	o11524
1974	trapped beneath the sea	22-Oct-74	o11525
1974	truck turner	17-Feb-75	o11526
1974	ufo: target earth	1-Sep-74	o11527
1974	uptown saturday night	26-Jul-74	o11528
1974	welcome to arrow beach	1-May-74	o11529
1974	where have all the people gone	8-Oct-74	o11530
1974	willie dynamite	23-Jan-74	o11531
1974	winnie the pooh and tigger too	20-Dec-74	o11532
1974	young frankenstein	15-Dec-74	o11533
1974	zandy's bride	19-May-74	o11534
1974	zardoz	6-Feb-74	o11535
1912	a beast at bay	27-May-12	o11536
1912	a business buccaneer	27-Dec-12	o11537
1912	a cave man wooing	20-May-12	o11538
1912	a change of spirit	22-Aug-12	o11539
1912	a cure for pokeritis	23-Feb-12	o11540
1912	a dash through the clouds	24-Jun-12	o11541
1912	a feud in the kentucky hills	3-Oct-12	o11542
1912	a fresh air romance	12-Oct-12	o11543
1912	a japanese idyll	29-Aug-12	o11544
1912	a leap for love	13-Apr-12	o11545
1912	a mail order hypnotist	12-Jul-12	o11546
1912	a man among men	17-Aug-12	o11547
1912	a millionaire for a day	22-Apr-12	o11548
1912	a new cure for divorce	2-Aug-12	o11549
1912	a personal affair	15-May-12	o11550
1912	a pet of the cairo zoo	12-Jul-12	o11551
1912	a prisoner of the harem	19-Jul-12	o11552
1912	a sailor's heart	25-Nov-12	o11553
1912	a sister's love	8-Feb-12	o11554
1912	a six cylinder elopement	6-Oct-12	o11555
1912	a soldier's duty	19-Oct-12	o11556
1912	a temporary truce	10-Jun-12	o11557
1912	a visit to madeira	28-Feb-12	o11558
1912	a voice from the deep	21-Mar-12	o11559
1912	"algie, the miner"	28-Feb-12	o11560
1912	along the mediterranean	1-May-12	o11561
1912	along the river nile	25-Sep-12	o11562
1912	american tourists abroad	8-May-12	o11563
1912	an arabian tragedy	19-Jun-12	o11564
1912	an outcast among outcasts	30-May-12	o11565
1912	an unseen enemy	9-Sep-12	o11566
1912	at coney island	28-Oct-12	o11567
1912	at the foot of the ladder	22-Sep-12	o11568
1912	baby hands	6-Aug-12	o11569
1912	captured by bedouins	26-Jun-12	o11570
1912	conductor 786	23-Aug-12	o11571
1912	"conway, the kerry dancer"	9-Dec-12	o11572
1912	custer's last fight	4-Oct-12	o11573
1912	driving home the cows	1-Jan-12	o11574
1912	easter celebration at jerusalem	2-Aug-12	o11575
1912	"egypt, the mysterious"	15-May-12	o11576
1912	far from erin's isle	14-Feb-12	o11577
1912	for his son	22-Jan-12	o11578
1912	frankfurters and quail	17-Nov-12	o11579
1912	from jerusalem to the dead sea	2-Sep-12	o11580
1912	"from the manger to the cross; or, jesus of nazareth"		o11581
1912	geronimo's last raid	12-Sep-12	o11582
1912	gold and glitter	11-Nov-12	o11583
1912	hearts in conflict	15-Jul-12	o11584
1912	helping john	28-Aug-12	o11585
1912	his only son	9-Oct-12	o11586
1912	hoffmeyer's legacy	23-Dec-12	o11587
1912	how a mosquito operates	1-Jan-12	o11588
1912	in his father's steps	6-Aug-12	o11589
1912	in the aisles of the wild	14-Oct-12	o11590
1912	indian romeo and juliet	30-Jan-12	o11591
1912	"ireland, the oppressed"	14-Dec-12	o11592
1912	it happened thus	29-Nov-12	o11593
1912	kitty at boarding school	21-Oct-12	o11594
1912	like knights of old	16-Oct-12	o11595
1912	mabel's adventures	16-Dec-12	o11596
1912	mabel's lovers	4-Nov-12	o11597
1912	making photoplays in egypt	10-Jun-12	o11598
1912	making an american citizen	30-Oct-12	o11599
1912	man's lust for gold	1-Jul-12	o11600
1912	missionaries in darkest africa	3-Jun-12	o11601
1912	nothing shall be hidden	10-Jun-12	o11602
1912	"one is business, the other crime"	25-Apr-12	o11603
1912	percy learns to waltz	16-Mar-12	o11604
1912	petticoat camp	3-Nov-12	o11605
1912	please help the pore	29-Sep-12	o11606
1912	put yourself in his place	29-Oct-12	o11607
1912	saved from the titanic	14-May-12	o11608
1912	"so near, yet so far"	30-Sep-12	o11609
1912	the ancient port of jaffa	11-Sep-12	o11610
1912	the bandit of tropico	17-Jun-12	o11611
1912	the belle of bar-z ranch	10-Jun-12	o11612
1912	the bridal room	10-Oct-12	o11613
1912	the burglar's dilemma	16-Dec-12	o11614
1912	the chief's blanket	10-Oct-12	o11615
1912	the combination of the safe	14-Oct-12	o11616
1912	the cross-roads	18-Oct-12	o11617
1912	the cry of the children	30-Apr-12	o11618
1912	the fighting dervishes of the desert	27-May-12	o11619
1912	the flirting husband	21-Oct-12	o11620
1912	the girl and her trust	28-Mar-12	o11621
1912	the god within	26-Dec-12	o11622
1912	the goddess of sagebrush gulch	25-Mar-12	o11623
1912	the gun smugglers	12-Jun-12	o11624
1912	the half-breed's way	3-Jun-12	o11625
1912	the honor of the family	7-Nov-12	o11626
1912	the kalemites visit gibraltar	18-Mar-12	o11627
1912	the kerry gow	18-Nov-12	o11628
1912	the laird's daughter	26-Aug-12	o11629
1912	the land beyond the sunset	28-Oct-12	o11630
1912	the little girl next door	1-Nov-12	o11631
1912	the man from the west	18-Mar-12	o11632
1912	the mayor from ireland	30-Nov-12	o11633
1912	the miller of burgundy	25-Jul-12	o11634
1912	the mills of the gods	4-Mar-12	o11635
1912	the mind cure	15-Dec-12	o11636
1912	the musketeers of pig alley	31-Oct-12	o11637
1912	the narrow road	1-Aug-12	o11638
1912	the new york hat	5-Dec-12	o11639
1912	the o'neill	12-Jan-12	o11640
1912	the old bookkeeper	18-Jan-12	o11641
1912	the old doctor's humanity	1-Oct-12	o11642
1912	the one she loved	21-Oct-12	o11643
1912	the painted lady	24-Oct-12	o11644
1912	the poacher's pardon	30-Sep-12	o11645
1912	the potters of the nile	3-May-12	o11646
1912	the power of melody	20-May-12	o11647
1912	the romance of an old maid	25-Mar-12	o11648
1912	the shadow on the blind	8-Jun-12	o11649
1912	the spirit awakened	20-Jun-12	o11650
1912	the street singer	13-Sep-12	o11651
1912	the tell-tale message	20-Nov-12	o11652
1912	the thunderbolt	26-Nov-12	o11653
1912	the transformation of mike	1-Feb-12	o11654
1912	the voice of conscience	3-Sep-12	o11655
1912	the voice of warning	4-Nov-12	o11656
1912	the water nymph	23-Sep-12	o11657
1912	the worth of a man	25-Jan-12	o11658
1912	the young millionaire	13-Nov-12	o11659
1912	tragedy of the desert	1-Jul-12	o11660
1912	two daughters of eve	19-Sep-12	o11661
1912	under burning skies	22-Feb-12	o11662
1912	when the heart calls	10-Apr-12	o11663
1912	winning a widow	5-Jul-12	o11664
1912	with the enemy's help	19-Aug-12	o11665
1912	with the mounted police	31-Dec-12	o11666
1912	won by a fish	22-Apr-12	o11667
1912	you remember ellen	4-Mar-12	o11668
1988	14 going on 30	6-Mar-88	o11669
1988	18 again!	8-Apr-88	o11670
1988	976-evil	24-Mar-89	o11671
1988	a fish called wanda	5-Aug-88	o11672
1988	a friendship in vienna	27-Aug-88	o11673
1988	a night in the life of jimmy reardon	26-Feb-88	o11674
1988	a nightmare on elm street 4: the dream master	19-Aug-88	o11675
1988	a stoning in fulham county	24-Oct-88	o11676
1988	a time of destiny	22-Apr-88	o11677
1988	a very brady christmas	18-Dec-88	o11678
1988	act of piracy		o11679
1988	agnes escapes from the nursing home		o11680
1988	alamo: the price of freedom		o11681
1988	alien from l.a.	26-Feb-88	o11682
1988	aloha summer	26-Feb-88	o11683
1988	alone in the neon jungle	17-Jan-88	o11684
1988	american tongues	5-Jul-88	o11685
1988	and the violins stopped playing		o11686
1988	andy colby's incredible adventure	31-Jan-90	o11687
1988	another woman	18-Nov-88	o11688
1988	apprentice to murder	28-Jul-89	o11689
1988	arthur 2: on the rocks	8-Jul-88	o11690
1988	assault of the killer bimbos	6-May-88	o11691
1988	bat*21	21-Oct-88	o11692
1988	beetlejuice	30-Mar-88	o11693
1988	big top pee-wee	22-Jul-88	o11694
1988	bull durham	15-Jun-88	o11695
1988	c.a.t. squad: python wolf	23-May-88	o11696
1988	caddyshack ii	22-Jul-88	o11697
1988	candyjam		o11698
1988	cannibal campout	1-Sep-88	o11699
1988	casual sex?	22-Apr-88	o11700
1988	cellar dweller	20-Sep-88	o11701
1988	cheerleader camp	1-Jun-88	o11702
1988	clara's heart	7-Oct-88	o11703
1988	clean and sober	10-Aug-88	o11704
1988	cocoon: the return	23-Nov-88	o11705
1988	comic book confidential	27-Apr-89	o11706
1988	coming to america	29-Jun-88	o11707
1988	computer dreams		o11708
1988	crossing delancey	16-Sep-88	o11709
1988	curse of the queerwolf		o11710
1988	daffy duck's quackbusters	24-Sep-88	o11711
1988	dangerous liaisons	24-Feb-89	o11712
1988	death faces iv		o11713
1988	death nurse 2	29-Sep-15	o11714
1988	death by dialogue	25-Nov-88	o11715
1988	die hard	20-Jul-88	o11716
1988	doin' time on planet earth	16-Sep-88	o11717
1988	dominick and eugene	28-Sep-88	o11718
1988	dracula's widow	2-Jul-88	o11719
1988	edge of the axe	20-May-88	o11720
1988	eight men out	2-Sep-88	o11721
1988	elvira: mistress of the dark	30-Sep-88	o11722
1988	ernest saves christmas	11-Nov-88	o11723
1988	family gathering	5-Mar-88	o11724
1988	feds	28-Oct-88	o11725
1988	felix the cat: the movie	11-May-89	o11726
1988	final reprisal	25-May-88	o11727
1988	flesheater	17-Aug-88	o11728
1988	friday the 13th part vii: the new blood	13-May-88	o11729
